target_l1,target_l2,target_l3,matched_l2,matched_l3,confidence,method_used,top_3_candidates,reasoning
Media & Marketing,Social Media,Paid Media Collaborations,WORKING MEDIA,WORKING MEDIA - PAID SOCIAL,0.6591386795043945,similarity_search,"[{""l2"": ""WORKING MEDIA"", ""l3"": ""WORKING MEDIA - PAID SOCIAL"", ""score"": 0.0, ""definition"": ""Paid social media involves running sponsored ads across social platforms like Facebook, Instagram, LinkedIn, TikTok, and X (Twitter). These campaigns target audiences based on demographics, interests, and behaviors to increase awareness, engagement, or conversions. Paid social allows for precise targeting, creative testing, and real-time performance analytics. It complements organic content strategies and helps brands reach new audiences efficiently through data-driven advertising.""}, {""l2"": ""WORKING MEDIA"", ""l3"": ""WORKING MEDIA"", ""score"": 0.0, ""definition"": ""Purchasing advertising spots directly from a media source or website""}, {""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - SOCIAL & RELATIONSHIPS"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on social and relationships""}]","Paid social media involves running sponsored ads across social platforms like Facebook, Instagram, LinkedIn, TikTok, and X (Twitter). These campaigns target audiences based on demographics, interests, and behaviors to increase awareness, engagement, or conversions. Paid social allows for precise targeting, creative testing, and real-time performance analytics. It complements organic content strategies and helps brands reach new audiences efficiently through data-driven advertising."
Media & Marketing,Tools & Research,AdTech Tools,MAR TECH,MAR TECH - ADVERTISING & PROMOTIONS,0.6097620231338708,similarity_search,"[{""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - ADVERTISING & PROMOTIONS"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on advertising and promotions""}, {""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - DATA"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on data""}, {""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - SOCIAL & RELATIONSHIPS"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on social and relationships""}]",Marketing technology services focused on advertising and promotions
Media & Marketing,Tools & Research,Research & Analytics,MARKETING SERVICES,MARKET RESEARCH,0.5975720526235337,similarity_search,"[{""l2"": ""MARKETING SERVICES"", ""l3"": ""MARKET RESEARCH"", ""score"": 0.0, ""definition"": ""Customer/Market databases and industry reports for purchase as well as custom market research""}, {""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - SOCIAL & RELATIONSHIPS"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on social and relationships""}, {""l2"": ""MAR TECH"", ""l3"": ""MAR TECH - DATA"", ""score"": 0.0, ""definition"": ""Marketing technology services focused on data""}]",Customer/Market databases and industry reports for purchase as well as custom market research
Packaging,Cardboard Boxes,Intralogistics,PACKAGING PRODUCTS,CORRUGATED,0.6329798381376652,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""MAILERS & PACKING ENVELOPES"", ""score"": 0.0, ""definition"": ""Paper containers to transport letters or documents""}]","Standard, durable brown shipping box to transport materials - different sizes available"
Packaging,Cardboard Boxes,Other Boxes,PACKAGING PRODUCTS,CORRUGATED,0.6557634678028051,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PROTECTIVE PACKAGING"", ""score"": 0.0, ""definition"": ""Custom boxes with protective corners and edges for fragile or otherwise sensitive materials""}]","Standard, durable brown shipping box to transport materials - different sizes available"
Packaging,Cardboard Boxes,Shipping Box,PACKAGING PRODUCTS,CORRUGATED,0.7011177060323462,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""MAILERS & PACKING ENVELOPES"", ""score"": 0.0, ""definition"": ""Paper containers to transport letters or documents""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}]","Standard, durable brown shipping box to transport materials - different sizes available"
Packaging,Cardboard Boxes,Spare Box,PACKAGING PRODUCTS,CORRUGATED,0.6177536704833945,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PROTECTIVE PACKAGING"", ""score"": 0.0, ""definition"": ""Custom boxes with protective corners and edges for fragile or otherwise sensitive materials""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}]","Standard, durable brown shipping box to transport materials - different sizes available"
Packaging,Cardboard Boxes,Stow Box,PACKAGING PRODUCTS,CORRUGATED,0.5880595936704208,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""RETAIL PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging of a single product to share with an end consumer""}]","Standard, durable brown shipping box to transport materials - different sizes available"
Packaging,Equipment & Auxiliar,Auxiliar Packaging,EQUIPMENT,PACKAGING EQUIPMENT,0.6193784929062777,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORES & TUBES"", ""score"": 0.0, ""definition"": ""Cores and or tubes used for storage or distribution""}]","Box erectors, palletizers, pack-size machines that make custom boxes"
Packaging,Equipment & Auxiliar,Packaging Equipment,EQUIPMENT,PACKAGING EQUIPMENT,0.7126423463055725,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}]","Box erectors, palletizers, pack-size machines that make custom boxes"
Packaging,Labels,Label,PRINT SUPPLIES,LABELS,0.6017340537785206,similarity_search,"[{""l2"": ""PRINT SUPPLIES"", ""l3"": ""LABELS"", ""score"": 0.0, ""definition"": ""Any barcode, label, tag (non-adhesive label), RFID that is printed on or attached to products for tracking purposes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""RETAIL PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging of a single product to share with an end consumer""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""ECOMMERCE PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging with set criteria outlining the size, material, and dimensions for a product or company""}]","Any barcode, label, tag (non-adhesive label), RFID that is printed on or attached to products for tracking purposes"
Packaging,Miscellaneuos,Delivery slip,PACKAGING PRODUCTS,RETAIL PACKAGING,0.5386224870642284,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""RETAIL PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging of a single product to share with an end consumer""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""MAILERS & PACKING ENVELOPES"", ""score"": 0.0, ""definition"": ""Paper containers to transport letters or documents""}]",Packaging of a single product to share with an end consumer
Packaging,Miscellaneuos,Hangers,PACKAGING PRODUCTS,RETAIL PACKAGING,0.5030447537223025,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""RETAIL PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging of a single product to share with an end consumer""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""RETAIL DISPLAYS"", ""score"": 0.0, ""definition"": ""Point of purchase displays located next to a product for advertising""}]",Packaging of a single product to share with an end consumer
Packaging,Miscellaneuos,Miscellaneous Others,PACKAGING PRODUCTS,RETAIL PACKAGING,0.5269056715639138,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""RETAIL PACKAGING"", ""score"": 0.0, ""definition"": ""Packaging of a single product to share with an end consumer""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""SUNDRIES"", ""score"": 0.0, ""definition"": ""General goods purchased for office use""}]",Packaging of a single product to share with an end consumer
Packaging,Paper Bag,Paper Beauty Bag,PACKAGING PRODUCTS,FLEXIBLE PACKAGING,0.506347373317104,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""FLEXIBLE PACKAGING"", ""score"": 0.0, ""definition"": ""Containers whose shape can be readily changed Ex Bag or pouch""}, {""l2"": ""PRINT SUPPLIES"", ""l3"": ""ENVELOPES"", ""score"": 0.0, ""definition"": ""Paper""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}]",Containers whose shape can be readily changed Ex Bag or pouch
Packaging,Paper Bag,Paper shipping bag,PACKAGING SUPPLIES,MAILERS & PACKING ENVELOPES,0.5922227391931172,similarity_search,"[{""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""MAILERS & PACKING ENVELOPES"", ""score"": 0.0, ""definition"": ""Paper containers to transport letters or documents""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}]",Paper containers to transport letters or documents
Packaging,Plastic Bag,Polybag,PACKAGING PRODUCTS,FLEXIBLE PACKAGING,0.6036764506908043,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""FLEXIBLE PACKAGING"", ""score"": 0.0, ""definition"": ""Containers whose shape can be readily changed Ex Bag or pouch""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""STRETCH / SHRINK WRAP"", ""score"": 0.0, ""definition"": ""Plastic or shrink wrap""}]",Containers whose shape can be readily changed Ex Bag or pouch
Packaging,Plastic Bag,Shipping Bags,PACKAGING PRODUCTS,BAGS & SACKS,0.6104569435119672,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PACKAGING SUPPLIES"", ""score"": 0.0, ""definition"": ""Tape, Stretch Wrap, Strapping, Dunnage, Void Fill, Mailers/Shipping Envelopes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""STRETCH / SHRINK WRAP"", ""score"": 0.0, ""definition"": ""Plastic or shrink wrap""}]",Bulk containers used to store or transport solids or powder goods
Payments & Corporate Services,Consulting & Advisory,Financial Advisory & Financial Audits,ACCOUNTING & AUDITING,ACCOUNTING & AUDITING,0.6766540417063897,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}]",Accounting and auditing related services
Payments & Corporate Services,Consulting & Advisory,Legal Patents & IP Rights,ADVISORY & MANAGEMENT CONSULTING,ADVISORY & MANAGEMENT CONSULTING,0.5203420233930373,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}, {""l2"": ""LEGAL SERVICES"", ""l3"": ""LEGAL SERVICES"", ""score"": 0.0, ""definition"": ""Legal firms providing a variety of standard business related services""}, {""l2"": ""LEGAL SERVICES"", ""l3"": ""ARBITRATION & MEDIATION"", ""score"": 0.0, ""definition"": ""Legal firms providing arbitration and mediation advise""}]","Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others"
Payments & Corporate Services,Consulting & Advisory,Legal Services & Advisory,ADVISORY & MANAGEMENT CONSULTING,ADVISORY & MANAGEMENT CONSULTING,0.6489534764858184,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}]","Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others"
Payments & Corporate Services,Consulting & Advisory,Logistics & Operations Consulting,ADVISORY & MANAGEMENT CONSULTING,ADVISORY & MANAGEMENT CONSULTING,0.6447363476219491,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""CUSTOMS BROKERAGE"", ""score"": 0.0, ""definition"": ""Outsourced brokerage services for transportation and logistic purposes""}]","Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others"
Payments & Corporate Services,Consulting & Advisory,Management & Business Consulting,ADVISORY & MANAGEMENT CONSULTING,ADVISORY & MANAGEMENT CONSULTING,0.7052421149467274,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}]","Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others"
Payments & Corporate Services,Consulting & Advisory,Other Consulting,ADVISORY & MANAGEMENT CONSULTING,ADVISORY & MANAGEMENT CONSULTING,0.6894794702529956,similarity_search,"[{""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}]","Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others"
Payments & Corporate Services,Consulting & Advisory,Tax Compliance,ACCOUNTING & AUDITING,TAX SERVICES,0.6805132221869706,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""FINANCIAL & RISK ADVISORY"", ""score"": 0.0, ""definition"": ""Outsourced consulting services to help reduce, manage and mitigate financial risk""}]",Tax related services
Payments & Corporate Services,Consulting & Advisory,Tax Services & Advisory,ACCOUNTING & AUDITING,TAX SERVICES,0.7073263874857014,similarity_search,"[{""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""TAX SERVICES"", ""score"": 0.0, ""definition"": ""Tax related services""}, {""l2"": ""ACCOUNTING & AUDITING"", ""l3"": ""ACCOUNTING & AUDITING"", ""score"": 0.0, ""definition"": ""Accounting and auditing related services""}, {""l2"": ""ADVISORY & MANAGEMENT CONSULTING"", ""l3"": ""ADVISORY & MANAGEMENT CONSULTING"", ""score"": 0.0, ""definition"": ""Outsourced consulting services related to strategic planning, business and operating model strategy, mergers & acquisitions, international expansion / development, and others""}]",Tax related services
Payments & Corporate Services,Customer & Partner Services,Customer Care Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.6063086986541791,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}]",Electronic payment processing services
Payments & Corporate Services,Customer & Partner Services,Partner Care Services,CORPORATE SERVICES,CREDIT CARD PROCESSING,0.5771490003390614,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""BANKING SERVICES"", ""l3"": ""FINANCIAL TECHNOLOGY SERVICES"", ""score"": 0.0, ""definition"": ""Companies offering core banking and payment/data processing solutions; often deliver broad portfolio of products and services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CONSUMER FINANCING"", ""score"": 0.0, ""definition"": ""Lending and payment plans offered by financial institutions directly to consumers""}]",Electronic payment processing services
Payments & Corporate Services,External Workforce - Freelancing,Freelancing (creative),MARKETING SERVICES,FREELANCERS,0.6826507231413504,similarity_search,"[{""l2"": ""MARKETING SERVICES"", ""l3"": ""FREELANCERS"", ""score"": 0.0, ""definition"": ""Self-employed workers performing contracted labor for a temporary employer""}, {""l2"": ""HR SERVICES"", ""l3"": ""CONTINGENT LABOR"", ""score"": 0.0, ""definition"": ""Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT STAFFING"", ""score"": 0.0, ""definition"": ""IT staff augmentation and temporary contractors, hired to fill a specific need within a client-led business unit or team Can be both direct or through MSP""}]",Self-employed workers performing contracted labor for a temporary employer
Payments & Corporate Services,External Workforce - Freelancing,Freelancing (non-creative),MARKETING SERVICES,FREELANCERS,0.6814767501978028,similarity_search,"[{""l2"": ""MARKETING SERVICES"", ""l3"": ""FREELANCERS"", ""score"": 0.0, ""definition"": ""Self-employed workers performing contracted labor for a temporary employer""}, {""l2"": ""HR SERVICES"", ""l3"": ""CONTINGENT LABOR"", ""score"": 0.0, ""definition"": ""Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees""}, {""l2"": ""HR SERVICES"", ""l3"": ""HR OUTSOURCING"", ""score"": 0.0, ""definition"": ""HR services and functions transferred from an employer to external third-party provider""}]",Self-employed workers performing contracted labor for a temporary employer
Payments & Corporate Services,External Workforce - Temporary Labour,Office & Executive Temp Labour,MARKETING SERVICES,FREELANCERS,0.5933277076487868,similarity_search,"[{""l2"": ""MARKETING SERVICES"", ""l3"": ""FREELANCERS"", ""score"": 0.0, ""definition"": ""Self-employed workers performing contracted labor for a temporary employer""}, {""l2"": ""HR SERVICES"", ""l3"": ""CONTINGENT LABOR"", ""score"": 0.0, ""definition"": ""Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""MEETING / COWORKING SPACES"", ""score"": 0.0, ""definition"": ""Temporary office space for short term rent/coworking""}]",Self-employed workers performing contracted labor for a temporary employer
Payments & Corporate Services,External Workforce - Temporary Labour,Store Temp Labour,HR SERVICES,CONTINGENT LABOR,0.5777761406373568,similarity_search,"[{""l2"": ""HR SERVICES"", ""l3"": ""CONTINGENT LABOR"", ""score"": 0.0, ""definition"": ""Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees""}, {""l2"": ""FLEET SERVICES"", ""l3"": ""DRIVER STAFFING"", ""score"": 0.0, ""definition"": ""Temporary staffing of drivers""}, {""l2"": ""MARKETING SERVICES"", ""l3"": ""FREELANCERS"", ""score"": 0.0, ""definition"": ""Self-employed workers performing contracted labor for a temporary employer""}]","Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees"
Payments & Corporate Services,External Workforce - Temporary Labour,Warehouse Temp Labour,HR SERVICES,CONTINGENT LABOR,0.5679096498597247,similarity_search,"[{""l2"": ""HR SERVICES"", ""l3"": ""CONTINGENT LABOR"", ""score"": 0.0, ""definition"": ""Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees""}, {""l2"": ""FLEET SERVICES"", ""l3"": ""DRIVER STAFFING"", ""score"": 0.0, ""definition"": ""Temporary staffing of drivers""}, {""l2"": ""MARKETING SERVICES"", ""l3"": ""FREELANCERS"", ""score"": 0.0, ""definition"": ""Self-employed workers performing contracted labor for a temporary employer""}]","Services including recruiting, background screening/testing and payrolling of a temporary/contingent labor employees"
Payments & Corporate Services,Gift Cards,Gift Cards - Production,PRINT SUPPLIES,GIFT & LOYALTY CARDS,0.6526590171645901,similarity_search,"[{""l2"": ""PRINT SUPPLIES"", ""l3"": ""GIFT & LOYALTY CARDS"", ""score"": 0.0, ""definition"": ""Services that help purchase and share gifts or loyalty cards to customers""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""FLOWERS & GIFTS"", ""score"": 0.0, ""definition"": ""Flowers, baby / retirement / congrats gifts, one-off employee recognition awards (smaller spend), gift card purchases from book stores, clothing stores, etc.""}]",Services that help purchase and share gifts or loyalty cards to customers
Payments & Corporate Services,Gift Cards,Gift Cards - Resell Services & Commissions,PRINT SUPPLIES,GIFT & LOYALTY CARDS,0.6488979829695798,similarity_search,"[{""l2"": ""PRINT SUPPLIES"", ""l3"": ""GIFT & LOYALTY CARDS"", ""score"": 0.0, ""definition"": ""Services that help purchase and share gifts or loyalty cards to customers""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""TRAVEL MANAGEMENT"", ""l3"": ""TRAVEL CARD"", ""score"": 0.0, ""definition"": ""Travel credit card payments and reimbursements""}]",Services that help purchase and share gifts or loyalty cards to customers
Payments & Corporate Services,Gift Cards,Gift Cards Production,PRINT SUPPLIES,GIFT & LOYALTY CARDS,0.658735433741537,similarity_search,"[{""l2"": ""PRINT SUPPLIES"", ""l3"": ""GIFT & LOYALTY CARDS"", ""score"": 0.0, ""definition"": ""Services that help purchase and share gifts or loyalty cards to customers""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""CREDIT CARD PROCESSING"", ""score"": 0.0, ""definition"": ""Electronic payment processing services""}, {""l2"": ""CORPORATE OFFICE"", ""l3"": ""FLOWERS & GIFTS"", ""score"": 0.0, ""definition"": ""Flowers, baby / retirement / congrats gifts, one-off employee recognition awards (smaller spend), gift card purchases from book stores, clothing stores, etc.""}]",Services that help purchase and share gifts or loyalty cards to customers
Payments & Corporate Services,Insurance / Association & membership,Fees for Associations & Memberships,CORPORATE SERVICES,MEMBERSHIPS,0.6638224122365513,similarity_search,"[{""l2"": ""CORPORATE SERVICES"", ""l3"": ""MEMBERSHIPS"", ""score"": 0.0, ""definition"": ""Professional organization memberships, associations, councils""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""DUES & SUBSCRIPTIONS"", ""score"": 0.0, ""definition"": ""Industry Reports, Magazines, Newspapers, Streaming Services""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""BANKING SERVICES"", ""score"": 0.0, ""definition"": ""Bank fees that are not interest / debt financing""}]","Professional organization memberships, associations, councils"
